run_id,provider,run_dir,log,task,failure_mode,benign,strategy,mode,adapter,n_agents,rep,model,agent,status,turns,llm_calls,tool_calls,file_reads,write_attempts,write_applied,write_refused,search_events,run_tests,notifications_delivered,prompt_tokens,completion_tokens,total_tokens
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,rw_d_tag_antidependency__adaptive_lease-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-tag-semantics,done,10,10,10,3,2,2,0,1,1,1,20270,952,21222
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,rw_d_tag_antidependency__adaptive_lease-n2-r0.jsonl,rw_d_tag_antidependency,antidependency_silent_invalidation,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-tag-stats,done,17,17,17,11,1,1,0,2,1,1,60091,2204,62295
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-schema,done,28,28,28,9,8,8,0,5,3,1,143489,5650,149139
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-comments,done,33,33,33,16,5,4,1,8,1,9,168753,4772,173525
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,rw_e_cascade__adaptive_lease-n3-r0.jsonl,rw_e_cascade,causal_cascade,False,adaptive_lease,strategy,,3,0,gpt-5-mini,agent-feed,done,20,20,20,6,1,1,0,10,1,1,55049,1614,56663
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t01_stale_clobber__adaptive_lease-n2-r0.jsonl,t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-timeout,done,5,5,5,1,1,1,0,0,1,1,6317,826,7143
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t01_stale_clobber__adaptive_lease-n2-r0.jsonl,t01_stale_clobber,stale_read_lost_update,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-retries,done,7,7,7,2,2,1,1,0,1,1,11486,1339,12825
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t02_benign_overlap__adaptive_lease-n2-r0.jsonl,t02_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-slugify,done,5,5,5,1,1,1,0,0,1,1,5760,808,6568
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t02_benign_overlap__adaptive_lease-n2-r0.jsonl,t02_benign_overlap,benign_overlap_false_positive,True,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-truncate,done,7,7,7,2,1,1,0,0,1,1,8485,1049,9534
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t03_fetch_clobber__adaptive_lease-n2-r0.jsonl,t03_fetch_clobber,write_write_clobber,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-timeout,done,7,7,7,2,1,1,0,1,1,1,9398,1117,10515
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t03_fetch_clobber__adaptive_lease-n2-r0.jsonl,t03_fetch_clobber,write_write_clobber,False,adaptive_lease,strategy,,2,0,gpt-5-mini,agent-retries,done,5,5,5,1,1,1,0,0,1,1,5969,943,6912
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t04_cascade__adaptive_lease-n4-r0.jsonl,t04_cascade,causal_cascade,False,adaptive_lease,strategy,,4,0,gpt-5-mini,agent-datasource,done,15,15,14,5,3,3,0,2,1,1,25183,1741,26924
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t04_cascade__adaptive_lease-n4-r0.jsonl,t04_cascade,causal_cascade,False,adaptive_lease,strategy,,4,0,gpt-5-mini,agent-pipeline,done,18,18,18,12,2,2,0,0,1,4,31660,1647,33307
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t04_cascade__adaptive_lease-n4-r0.jsonl,t04_cascade,causal_cascade,False,adaptive_lease,strategy,,4,0,gpt-5-mini,agent-report,done,14,14,14,7,2,2,0,2,1,1,20177,1027,21204
grid-v1-adaptive-lease-targeted-v2,openai,results/grid-v1-adaptive-lease-targeted-v2,t04_cascade__adaptive_lease-n4-r0.jsonl,t04_cascade,causal_cascade,False,adaptive_lease,strategy,,4,0,gpt-5-mini,agent-cli,done,19,19,19,13,1,1,0,1,1,4,29646,884,30530
